hits,title,year,authors,key,ee
8823,Design space exploration of embedded systems: A view from diverse domains.,2013,Miguel A. Vega-Rodríguez,journals/jsa/Vega-Rodriguez13a,https://doi.org/10.1016/j.sysarc.2013.11.004
8824,Secure fuzzy identity-based public verification for cloud storage.,2022,Yongliang Xu & Chunhua Jin & Wenyu Qin & Jinsong Shan & Ying Jin,journals/jsa/XuJQSJ22,https://doi.org/10.1016/j.sysarc.2022.102558
8825,SimEdgeIntel: A open-source simulation platform for resource management in edge intelligence.,2021,Chenyang Wang 0001 & Ruibin Li & Wenkai Li & Chao Qiu & Xiaofei Wang 0001,journals/jsa/WangLLQW21,https://doi.org/10.1016/j.sysarc.2021.102016
8826,Integration of Data Distribution Service and distributed partitioned systems.,2018,Marisol García-Valls & Jorge Domínguez-Poblete & Imad Eddine Touahria & Chenyang Lu 0001,journals/jsa/Garcia-VallsDTL18,https://doi.org/10.1016/j.sysarc.2017.11.001
8827,MoNoC: A monitored network on chip with path adaptation mechanism.,2014,Edson I. Moreno & Thais Webber & César A. M. Marcon & Fernando Gehm Moraes & Ney Laert Vilar Calazans,journals/jsa/MorenoWMMC14,https://doi.org/10.1016/j.sysarc.2014.10.002
8828,Expressing survivability considerations in mixed-criticality scheduling theory.,2020,Sanjoy K. Baruah & Alan Burns 0001,journals/jsa/BaruahB20,https://doi.org/10.1016/j.sysarc.2020.101755
8829,Reservation based protocol for resolving priority inversions in composable conveyor systems.,2017,Abdelrhman Mahamadi & Mukesh K. Chippa & Shivakumar Sastry,journals/jsa/MahamadiCS17,https://doi.org/10.1016/j.sysarc.2016.11.008
8830,MIAT Efficient analysis of adaptive variable-rate tasks.,2022,Mohammadreza Sadeghi & Marco Philippi & Amir Mahdian & Frank Slomka,journals/jsa/SadeghiPMS22,https://doi.org/10.1016/j.sysarc.2022.102472
8831,Grouping and time-series notifying of periodic data in a real-time streaming system for smart toy claw machine.,2019,Jian-Hong Wang & Chi-Chun Chen & Hsing-Wen Wang,journals/jsa/WangCW19,https://doi.org/10.1016/j.sysarc.2018.08.009
8832,Exploring heterogeneous scheduling for edge computing with CPU and FPGA MPSoCs.,2019,Andrés Rodríguez 0001 & Angeles G. Navarro & Rafael Asenjo & Francisco Corbera & Ruben Gran Tejero & Darío Suárez Gracia & José L. Núñez-Yáñez,journals/jsa/RodriguezNACTGN19,https://doi.org/10.1016/j.sysarc.2019.06.006
8833,At-scale evaluation of weight clustering to enable energy-efficient object detection.,2022,Martí Caro & Hamid Tabani & Jaume Abella 0001,journals/jsa/CaroTA22,https://doi.org/10.1016/j.sysarc.2022.102635
8834,ompTG: From OpenMP Programs to Task Graphs.,2022,Jinghao Sun & Tao Jin & Yekai Xue & Liwei Zhang & Jinrong Liu & Nan Guan & Quan Zhou,journals/jsa/SunJXZLGZ22,https://doi.org/10.1016/j.sysarc.2022.102470
8835,Anomaly detection based on random matrix theory for industrial power systems.,2019,Qiuyan Zhang & Shaohua Wan 0001 & Bo Wang 0047 & David Wenzhong Gao & Hengrui Ma,journals/jsa/ZhangWWGM19,https://doi.org/10.1016/j.sysarc.2019.01.008
8836,A survey of techniques for optimizing deep learning on GPUs.,2019,Sparsh Mittal & Shraiysh Vaishay,journals/jsa/MittalV19,https://doi.org/10.1016/j.sysarc.2019.101635
8837,"Introduction to the special issue on ""Embedded Artificial Intelligence and Smart Computing"".",2018,Zonghua Gu 0001 & Meikang Qiu,journals/jsa/GuQ18,https://doi.org/10.1016/j.sysarc.2018.01.004
8838,A review of priority assignment in real-time systems.,2016,Robert I. Davis 0001 & Liliana Cucu-Grosjean & Marko Bertogna & Alan Burns 0001,journals/jsa/DavisCBB16,https://doi.org/10.1016/j.sysarc.2016.04.002
8839,ASP-based optimized mapping in a simulink-to-MPSoC design flow.,2014,Alessandro Cilardo & Dario Socci & Nicola Mazzocca,journals/jsa/CilardoSM14,https://doi.org/10.1016/j.sysarc.2013.10.004
8840,Towards a multiple-ISA embedded system.,2013,Jair Fajardo Junior & Mateus B. Rutzig & Luigi Carro & Antonio Carlos Schneider Beck,journals/jsa/JuniorRCB13,https://doi.org/10.1016/j.sysarc.2012.10.001
8841,Scheduling multiple agile earth observation satellites with an edge computing framework and a constructive heuristic algorithm.,2019,Yongming He & Yingwu Chen 0001 & Jimin Lu & Cheng Chen & Guohua Wu,journals/jsa/HeCLCW19,https://doi.org/10.1016/j.sysarc.2019.03.005
8842,A Survey on optimized implementation of deep learning models on the NVIDIA Jetson platform.,2019,Sparsh Mittal,journals/jsa/Mittal19,https://doi.org/10.1016/j.sysarc.2019.01.011
8843,Efficiency analysis of artificial vs. Spiking Neural Networks on FPGAs.,2022,Zhuoer Li & Edgar Lemaire & Nassim Abderrahmane & Sébastien Bilavarn & Benoît Miramond,journals/jsa/LiLABM22,https://doi.org/10.1016/j.sysarc.2022.102765
8844,OpenCL implementation of a SLAM system on an SoC-FPGA.,2020,Salah Bouhoun & Rabah Sadoun & Mourad Adnane,journals/jsa/BouhounSA20,https://doi.org/10.1016/j.sysarc.2020.101825
8845,A real-time embedded architecture for SIFT.,2013,Sheng Zhong 0001 & Jianhui Wang & Luxin Yan & Lie Kang & Zhiguo Cao 0001,journals/jsa/ZhongWYKC13,https://doi.org/10.1016/j.sysarc.2012.09.002
8846,Energy-efficient scheduling for moldable real-time tasks on heterogeneous computing platforms.,2017,Houssam-Eddine Zahaf & Abou El Hassan Benyamina & Richard Olejnik & Giuseppe Lipari,journals/jsa/ZahafBOL17,https://doi.org/10.1016/j.sysarc.2017.01.002
8847,Attacking vision-based perception in end-to-end autonomous driving models.,2020,Adith Boloor & Karthik Garimella & Xin He & Christopher D. Gill & Yevgeniy Vorobeychik & Xuan Zhang 0001,journals/jsa/BoloorGHGVZ20,https://doi.org/10.1016/j.sysarc.2020.101766
8848,A Survey on Task Offloading in Multi-access Edge Computing.,2021,Akhirul Islam & Arindam Debnath & Manojit Ghose & Suchetana Chakraborty,journals/jsa/IslamDGC21,https://doi.org/10.1016/j.sysarc.2021.102225
8849,Task migration optimization for guaranteeing delay deadline with mobility consideration in mobile edge computing.,2021,Fan Tang & Chubo Liu & Kenli Li 0001 & Zhuo Tang & Keqin Li 0001,journals/jsa/TangLLTL21,https://doi.org/10.1016/j.sysarc.2020.101849
8850,"Security analysis of Pan et al.'s ""Public-key authenticated encryption with keyword search achieving both multi-ciphertext and multi-trapdoor indistinguishability"".",2021,Leixiao Cheng & Fei Meng 0004,journals/jsa/ChengM21,https://doi.org/10.1016/j.sysarc.2021.102248
8851,Optimizing deep neural networks on intelligent edge accelerators via flexible-rate filter pruning.,2022,Guangli Li & Xiu Ma & Xueying Wang & Hengshan Yue & Jiansong Li & Lei Liu 0030 & Xiaobing Feng 0002 & Jingling Xue,journals/jsa/LiMWYLLFX22,https://doi.org/10.1016/j.sysarc.2022.102431
8852,Efficient FPGA-based architecture of an automatic wheeze detector using a combination of MFCC and SVM algorithms.,2018,Ons Boujelben & Mohammed Bahoura,journals/jsa/BoujelbenB18,https://doi.org/10.1016/j.sysarc.2018.05.010
8853,An optimal allocation of memory buffers for complex multicore platforms.,2016,Andres Goens & Jerónimo Castrillón & Maximilian Odendahl & Rainer Leupers,journals/jsa/GoensCOL16,https://doi.org/10.1016/j.sysarc.2016.05.002
8854,A novel centralized coded caching scheme for edge caching basestation.,2022,Minquan Cheng & Longsong Liu & Jinyu Wang & Qingyong Deng,journals/jsa/ChengLWD22,https://doi.org/10.1016/j.sysarc.2022.102556
8855,Accelerating data filtering for database using FPGA.,2021,Xuan Sun 0003 & Chun Jason Xue & Jinghuan Yu & Tei-Wei Kuo & Xue Liu,journals/jsa/SunXYKL21,https://doi.org/10.1016/j.sysarc.2020.101908
8856,Efficient sizing and placement of distributed generators in cyber-physical power systems.,2019,Faheem Ud Din & Ayaz Ahmad & Hameed Ullah & Aimal Khan & Tariq Umer & Shaohua Wan 0001,journals/jsa/DinAUKUW19,https://doi.org/10.1016/j.sysarc.2018.12.004
8857,IDERES: Intrusion detection and response system using machine learning and attack graphs.,2022,Joseph R. Rose & Matthew Swann & Konstantinos-Panagiotis Grammatikakis & Ioannis Koufos & Gueltoum Bendiab & Stavros Shiaeles & Nicholas Kolokotronis,journals/jsa/RoseSGKBSK22,https://doi.org/10.1016/j.sysarc.2022.102722
8858,Distributed learning dynamics of Multi-Armed Bandits for edge intelligence.,2021,Shuzhen Chen & Youming Tao 0001 & Dongxiao Yu & Feng Li 0002 & Bei Gong,journals/jsa/ChenTYLG21,https://doi.org/10.1016/j.sysarc.2020.101919
8859,Container-based architecture for flexible industrial control applications.,2018,Thomas Goldschmidt & Stefan Hauck-Stattelmann & Somayeh Malakuti & Sten Grüner,journals/jsa/GoldschmidtHMG18,https://doi.org/10.1016/j.sysarc.2018.03.002
8860,Scheduling and analysis of real-time task graph models with nested locks.,2021,He Du & Xu Jiang 0004 & Mingsong Lv & Tao Yang & Wang Yi 0001,journals/jsa/DuJLYY21,https://doi.org/10.1016/j.sysarc.2020.101969
8861,Model checking of reconfigurable FPGA modules specified by Petri nets.,2018,Iwona Grobelna,journals/jsa/Grobelna18,https://doi.org/10.1016/j.sysarc.2018.06.005
8862,Design optimization of WirelessHART networks in Cyber-Physical Systems.,2019,Jing Liu 0013 & Jinlong Lin,journals/jsa/LiuL19,https://doi.org/10.1016/j.sysarc.2019.02.011
8863,Reducing cache and TLB power by exploiting memory region and privilege level semantics.,2013,Zhen Fang & Li Zhao 0002 & Xiaowei Jiang & Shih-Lien Lu & Ravi R. Iyer & Tong Li 0003 & Seung Eun Lee,journals/jsa/FangZJLI0L13,https://doi.org/10.1016/j.sysarc.2013.04.002
8864,New response time analysis for global EDF on a multiprocessor platform.,2016,Jinkyu Lee 0001,journals/jsa/Lee16,https://doi.org/10.1016/j.sysarc.2016.04.003
8865,A systematic reordering mechanism for on-chip networks using efficient congestion-aware method.,2013,Masoud Daneshtalab & Masoumeh Ebrahimi & Pasi Liljeberg & Juha Plosila & Hannu Tenhunen,journals/jsa/DaneshtalabELPT13,https://doi.org/10.1016/j.sysarc.2012.01.002
8866,C2AADL_Reverse: A model-driven reverse engineering approach to development and verification of safety-critical software.,2021,Zhibin Yang & Zhikai Qiu & Yong Zhou & Zhiqiu Huang & Jean-Paul Bodeveix & Mamoun Filali,journals/jsa/YangQZHBF21,https://doi.org/10.1016/j.sysarc.2021.102202
8867,Cost and makespan-aware workflow scheduling in hybrid clouds.,2019,Junlong Zhou & Tian Wang & Peijin Cong & Pingping Lu & Tongquan Wei & Mingsong Chen,journals/jsa/ZhouWCLWC19,https://doi.org/10.1016/j.sysarc.2019.08.004
8868,Evolutionary planning of virtualized cyber-physical compute and control clusters.,2017,Boguslaw Jablkowski & Ulrich Thomas Gabor & Olaf Spinczyk,journals/jsa/JablkowskiGS17,https://doi.org/10.1016/j.sysarc.2016.11.001
8869,Contribution to the design of a CMOS image sensor with low-complexity video compression for wireless sensor networks.,2013,Ahmed Chefi & Adel Soudani & Gilles Sicard,journals/jsa/ChefiSS13,https://doi.org/10.1016/j.sysarc.2013.07.010
8870,Palisade: A framework for anomaly detection in embedded systems.,2021,Sean Kauffman & Murray Dunne & Giovani Gracioli & Waleed Khan & Nirmal Benann & Sebastian Fischmeister,journals/jsa/KauffmanDGKBF21,https://doi.org/10.1016/j.sysarc.2020.101876
8871,An efficient task mapping algorithm with power-aware optimization for network on chip.,2016,Wei Hu 0001 & Qingsong Shi & Yonghao Wang & Kai Zhang 0002 & Jun Liu 0011 & Xiaoming Liu 0004 & Hong Guo,journals/jsa/HuSWZLLG16,https://doi.org/10.1016/j.sysarc.2016.04.006
8872,An offloading method using decentralized P2P-enabled mobile edge servers in edge computing.,2019,Wenda Tang & Xuan Zhao & Wajid Rafique & Lianyong Qi & Wanchun Dou & Qiang Ni,journals/jsa/TangZRQDN19,https://doi.org/10.1016/j.sysarc.2019.02.001
8873,Autonomous temperature sensing for optical network-on-chip.,2020,Weichen Liu & Guiyu Tian & Mengquan Li,journals/jsa/LiuTL20,https://doi.org/10.1016/j.sysarc.2019.101650
8874,G-NMP: Accelerating Graph Neural Networks with DIMM-based Near-Memory Processing.,2022,Teng Tian & Xiaotian Wang & Letian Zhao & Wei Wu & Xuecang Zhang & Fangmin Lu & Tianqi Wang & Xi Jin 0002,journals/jsa/TianWZWZLWJ22,https://doi.org/10.1016/j.sysarc.2022.102602
8875,The COMPLEX methodology for UML/MARTE Modeling and design space exploration of embedded systems.,2014,Fernando Herrera & Hector Posadas & Pablo Peñil & Eugenio Villar & Francisco Ferrero 0002 & Raúl Valencia & Gianluca Palermo,journals/jsa/HerreraPPVFVP14,https://doi.org/10.1016/j.sysarc.2013.10.003
8876,Towards Linux based safety systems - A statistical approach for software execution path coverage.,2021,Imanol Allende & Nicholas Mc Guire & Jon Pérez 0001 & Lisandro Gabriel Monsalve & Roman Obermaisser,journals/jsa/AllendeGPMO21,https://doi.org/10.1016/j.sysarc.2021.102047
8877,Pairing-free certificateless authenticated encryption with keyword search.,2022,Danial Shiraly & Nasrollah Pakniat & Mahnaz Noroozi & Ziba Eslami,journals/jsa/ShiralyPNE22,https://doi.org/10.1016/j.sysarc.2021.102390
8878,ConGradetect: Blockchain-based detection of code and identity privacy vulnerabilities in crowdsourcing.,2021,Jitao Wang & Guozi Sun & Yu Gu & Kun Liu,journals/jsa/WangSGL21,https://doi.org/10.1016/j.sysarc.2020.101910
8879,A dynamically reconfigurable communication architecture for multicore embedded systems.,2012,Salih Bayar & Arda Yurdakul,journals/jsa/BayarY12,https://doi.org/10.1016/j.sysarc.2012.02.003
8880,Compiling for power with ScalaPipe.,2013,Joseph G. Wingbermuehle & Ron K. Cytron & Roger D. Chamberlain,journals/jsa/WingbermuehleCC13,https://doi.org/10.1016/j.sysarc.2013.05.021
8881,Formal modeling and verification of UML Activity Diagrams (UAD) with FoCaLiZe.,2021,Messaoud Abbas & Renaud Rioboo & Choukri-Bey Ben-Yelles & Colin F. Snook,journals/jsa/AbbasRBS21,https://doi.org/10.1016/j.sysarc.2020.101911
8882,GPU Energy optimization based on task balance scheduling.,2020,Yanhui Huang & Bing Guo & Yan Shen,journals/jsa/HuangGS20,https://doi.org/10.1016/j.sysarc.2020.101808
8883,A robust multispectral palmprint matching algorithm and its evaluation for FPGA applications.,2018,Chao Li 0005 & Yannick Benezeth & Keisuke Nakamura & Randy Gomez & Fan Yang 0019,journals/jsa/LiBNGY18,https://doi.org/10.1016/j.sysarc.2018.05.008
8884,A survey of SRAM-based in-memory computing techniques and applications.,2021,Sparsh Mittal & Gaurav Verma & Brajesh Kumar Kaushik & Farooq Ahmad Khanday,journals/jsa/MittalVKK21,https://doi.org/10.1016/j.sysarc.2021.102276
8885,Hierarchical adaptive Multi-objective resource management for many-core systems.,2019,André Luís Del Mestre Martins & Alzemiro Henrique Lucas da Silva & Amir M. Rahmani & Nikil D. Dutt & Fernando Gehm Moraes,journals/jsa/MartinsSRDM19,https://doi.org/10.1016/j.sysarc.2019.01.006
8886,On evaluating the resource usage effectiveness of multi-tenant cloud storage.,2019,Binlei Cai & Laiping Zhao & Xiaobo Zhou 0003 & Rongqi Zhang & Keqiu Li,journals/jsa/CaiZZZL19,https://doi.org/10.1016/j.sysarc.2019.04.002
8887,MobileFBP: Designing portable reconfigurable applications for heterogeneous systems.,2014,Shih-Hao Hung & Tien-Tzong Tzeng & Jyun-De Wu & Min-Yu Tsai & Yi-Chih Lu & Jeng-Peng Shieh & Chia-Heng Tu & Wen-Jen Ho,journals/jsa/HungTWTLSTH14,https://doi.org/10.1016/j.sysarc.2013.11.009
8888,Highly-Efficient Bulk Data Transfer for Structured Dissemination in Wireless Embedded Network Systems.,2017,Zhiwei Zhao & Zi Wang & Geyong Min & Yue Cao 0002,journals/jsa/ZhaoWMC17,https://doi.org/10.1016/j.sysarc.2016.09.001
8889,Process variation aware DRAM-Cache resizing.,2022,Bindu Agarwalla & Shirshendu Das & Nilkanta Sahu,journals/jsa/AgarwallaDS22,https://doi.org/10.1016/j.sysarc.2021.102364
8890,Adversarial attacks and defenses in Speaker Recognition Systems: A survey.,2022,Jiahe Lan & Rui Zhang & Zheng Yan 0002 & Jie Wang & Yu Chen 0008 & Ronghui Hou,journals/jsa/LanZYWCH22,https://doi.org/10.1016/j.sysarc.2022.102526
8891,IRPL: An energy efficient routing protocol for wireless sensor networks.,2017,Wenbo Zhang 0001 & Guangjie Han & Yongxin Feng & Jaime Lloret 0001,journals/jsa/ZhangHFL17,https://doi.org/10.1016/j.sysarc.2017.03.006
8892,A survey on machine learning-based malware detection in executable files.,2021,Jagsir Singh & Jaswinder Singh,journals/jsa/SinghS21,https://doi.org/10.1016/j.sysarc.2020.101861
8893,Journaling deduplication with invalidation scheme for flash storage-based smart systems.,2014,Seungho Lim & Young-Sik Jeong,journals/jsa/LimJ14,https://doi.org/10.1016/j.sysarc.2014.04.002
8894,Integrated core selection and mapping for mesh based Network-on-Chip design with irregular core sizes.,2015,Soumya J. & Kundan Kumar & Santanu Chattopadhyay,journals/jsa/JKC15,https://doi.org/10.1016/j.sysarc.2015.07.014
8895,Virtual Battery: A testing tool for power-aware software.,2013,Youngjoo Woo & Seon-Yeong Park & Euiseong Seo,journals/jsa/WooPS13,https://doi.org/10.1016/j.sysarc.2013.06.006
8896,Blockchain-based authentication for IIoT devices with PUF.,2022,Dawei Li & Ruonan Chen & Di Liu & Yingxian Song & Yangkun Ren & Zhenyu Guan & Yu Sun & Jianwei Liu 0001,journals/jsa/LiCLSRGSL22,https://doi.org/10.1016/j.sysarc.2022.102638
8897,Comments on an identity-based signature scheme for VANETs.,2021,Yaqing Song & Chunxiang Xu & Yuan Zhang 0006 & Fagen Li,journals/jsa/SongXZL21,https://doi.org/10.1016/j.sysarc.2020.101851
8898,An identity-based proxy re-encryption for data deduplication in cloud.,2021,Ge Kan & Chunhua Jin & Huihui Zhu & Yongliang Xu & Nian Liu,journals/jsa/KanJZXL21,https://doi.org/10.1016/j.sysarc.2021.102332
8899,Efficient stereo matching on embedded GPUs with zero-means cross correlation.,2022,Qiong Chang & Aolong Zha & Weimin Wang 0007 & Xin Liu 0020 & Masaki Onishi & Lei Lei & Meng Joo Er & Tsutomu Maruyama,journals/jsa/ChangZWLOLEM22,https://doi.org/10.1016/j.sysarc.2021.102366
8900,SLO-aware colocation: Harvesting transient resources from latency-critical services.,2019,Binlei Cai & Keqiu Li,journals/jsa/CaiL19,https://doi.org/10.1016/j.sysarc.2019.101663
8901,FPGA prototyping of emerging manycore architectures for parallel programming research using Formic boards.,2014,Spyros Lyberis & George Kalokerinos & Michalis Lygerakis & Vassilis Papaefstathiou & Iakovos Mavroidis & Manolis Katevenis & Dionisios N. Pnevmatikatos & Dimitrios S. Nikolopoulos,journals/jsa/LyberisKLPMKPN14,https://doi.org/10.1016/j.sysarc.2014.03.002
8902,Traceable and revocable multi-authority attribute-based keyword search for cloud storage.,2022,Umasankararao Varri & Syam Kumar Pasupuleti & K. V. Kadambari,journals/jsa/VarriPK22,https://doi.org/10.1016/j.sysarc.2022.102745
8903,A-GR: A novel geographical routing protocol for AANETs.,2013,Shangguang Wang & Cunqun Fan & Cao Deng & Wenzhe Gu & Qibo Sun & Fangchun Yang,journals/jsa/WangFDGSY13,https://doi.org/10.1016/j.sysarc.2013.07.011
8904,Optimization of a Time-to-Digital Converter and a coincidence map algorithm for TOF-PET applications.,2015,A. Aguilar & Raimundo García-Olcina & I. Leiva & P. A. Martínez & Julio Martos & Jesús Soret & A. Suárez & José Torres & José María Benlloch & A. J. González,journals/jsa/AguilarGLMMSSTBG15,https://doi.org/10.1016/j.sysarc.2014.10.004
8905,Scalable in-memory mapping of Boolean functions in memristive crossbar array using simulated annealing.,2018,Phrangboklang Lyngton Thangkhiew & Kamalika Datta,journals/jsa/ThangkhiewD18,https://doi.org/10.1016/j.sysarc.2018.07.002
8906,QBLKe: Host-side flash translation layer management for Open-Channel SSDs.,2021,Hongwei Qin & Dan Feng 0001 & Wei Tong 0001 & Yutong Zhao & Mengye Peng & Jingning Liu,journals/jsa/QinFTZPL21,https://doi.org/10.1016/j.sysarc.2021.102233
8907,Interpolation in the eXtended Classifier System: An architectural perspective.,2017,Anthony Stein & Dominik Rauh & Sven Tomforde & Jörg Hähner,journals/jsa/SteinRTH17,https://doi.org/10.1016/j.sysarc.2017.01.010
8908,Multi-policy-aware MapReduce resource allocation and scheduling for smart computing cluster.,2017,Jian Yang & ZhiHui Lv & Nini Wang & Jie Wu 0003 & Patrick C. K. Hung,journals/jsa/YangLWWH17,https://doi.org/10.1016/j.sysarc.2017.08.001
8909,Message scheduling for real-time interprocessor communication.,2015,Stefan Waldherr & Sigrid Knust & Stefan Aust,journals/jsa/WaldherrKA15,https://doi.org/10.1016/j.sysarc.2015.06.002
8910,Modeling distributed real-time systems with MAST 2.,2013,Michael González Harbour & J. Javier Gutiérrez & José M. Drake & Patricia López Martínez & J. Carlos Palencia,journals/jsa/HarbourGDMP13,https://doi.org/10.1016/j.sysarc.2012.02.001
8911,Secure boot; trusted boot and remote attestation for ARM TrustZone-based IoT Nodes.,2021,Zhen Ling & Huaiyu Yan & Xinhui Shao & Junzhou Luo & Yiling Xu & Bryan Pearson & Xinwen Fu,journals/jsa/LingYSLXPF21,https://doi.org/10.1016/j.sysarc.2021.102240
8912,Towards fault adaptive routing in metasurface controller networks.,2020,Dimitrios Kouzapas & Constantinos Skitsas & Taqwa Saeed & Vassos Soteriou & Marios Lestas & Anna Philippou & Sergi Abadal & Christos Liaskos & Loukas Petrou & Julius Georgiou & Andreas Pitsillides,journals/jsa/KouzapasSSSLPAL20,https://doi.org/10.1016/j.sysarc.2019.101703
8913,Sim2PIM: A complete simulation framework for Processing-in-Memory.,2022,Bruno E. Forlin & Paulo C. Santos 0001 & Augusto E. Becker & Marco A. Z. Alves & Luigi Carro,journals/jsa/ForlinSBAC22,https://doi.org/10.1016/j.sysarc.2022.102528
8914,A framework for supporting the development of verifiably safe medical best practice guideline systems.,2020,Chunhui Guo & Zhicheng Fu & Zhenyu Zhang 0009 & Shangping Ren & Lui Sha,journals/jsa/GuoFZRS20,https://doi.org/10.1016/j.sysarc.2019.101693
8915,Towards highly-concurrent leaderless state machine replication for distributed systems.,2022,Weilue Wang & Yujuan Tan & Changze Wu & Duo Liu & Yu Wu & Longpan Luo & Xianzhang Chen,journals/jsa/WangTWLWLC22,https://doi.org/10.1016/j.sysarc.2022.102516
8916,Customization methodology for implementation of streaming aggregation in embedded systems.,2016,Lazaros Papadopoulos & Dimitrios Soudris & Ivan Walulya & Philippas Tsigas,journals/jsa/PapadopoulosSWT16,https://doi.org/10.1016/j.sysarc.2016.04.013
8917,Efficient drone hijacking detection using two-step GA-XGBoost.,2020,Zhiwei Feng & Nan Guan & Mingsong Lv & Wenchen Liu & Qingxu Deng & Xue Liu 0001 & Wang Yi 0001,journals/jsa/FengGLLDLY20,https://doi.org/10.1016/j.sysarc.2019.101694
8918,A survey on intrusion detection and prevention in wireless ad-hoc networks.,2020,Khalid Khan & Amjad Mehmood & Shafiullah Khan & Muhammad Altaf Khan & Zeeshan Iqbal & Wali Khan Mashwani,journals/jsa/KhanMKKIM20,https://doi.org/10.1016/j.sysarc.2019.101701
8919,A survey on hardware security of DNN models and accelerators.,2021,Sparsh Mittal & Himanshi Gupta & Srishti Srivastava,journals/jsa/MittalGS21,https://doi.org/10.1016/j.sysarc.2021.102163
8920,Dynamic Task Mapping and Scheduling with Temperature-Awareness on Network-on-Chip based Multicore Systems.,2019,Suraj Paul & Navonil Chatterjee & Prasun Ghosal,journals/jsa/PaulCG19a,https://doi.org/10.1016/j.sysarc.2019.08.002
8921,Dynamic task allocation and scheduling with contention-awareness for Network-on-Chip based multicore systems.,2021,Suraj Paul & Navonil Chatterjee & Prasun Ghosal,journals/jsa/PaulCG21,https://doi.org/10.1016/j.sysarc.2021.102020
8922,Blocking analysis of suspension-based protocols for parallel real-time tasks under global fixed-priority scheduling.,2021,Ze-Wei Chen & Hang Lei & Maolin Yang & Yong Liao & Lei Qiao,journals/jsa/ChenLYLQ21,https://doi.org/10.1016/j.sysarc.2021.102107
8923,Evaluation framework for energy-aware multiprocessor scheduling in real-Time systems.,2019,Pedro Mejía-Alvarez & David Moncada-Madero & Hakan Aydin & Arnoldo Díaz-Ramírez,journals/jsa/Mejia-AlvarezMA19,https://doi.org/10.1016/j.sysarc.2019.01.018
8924,Inference replication at edges via combinatorial multi-armed bandit.,2022,Yitong Zhou & Hesheng Sun & Yibo Jin 0001 & Yanfang Zhu & Yuan Li & Zhuzhong Qian & Sheng Zhang 0001 & Sanglu Lu,journals/jsa/ZhouSJZLQZL22,https://doi.org/10.1016/j.sysarc.2022.102636
8925,Efficient runtime slack management for EDF-VD-based mixed-criticality scheduling.,2021,Junjie Yang & Guangyi Xu & Gang Chen 0023 & Nan Guan & Kai Huang 0001,journals/jsa/YangXCGH21,https://doi.org/10.1016/j.sysarc.2021.102119
8926,PASM: Parallelism Aware Space Management strategy for hybrid SSD towards in-storage DNN training acceleration.,2022,Chunhua Xiao & Shi Qiu & Dandan Xu,journals/jsa/XiaoQX22,https://doi.org/10.1016/j.sysarc.2022.102565
8927,Scenario-based run-time adaptive MPSoC systems.,2016,Wei Quan & Andy D. Pimentel,journals/jsa/QuanP16,https://doi.org/10.1016/j.sysarc.2015.11.004
8928,Feasibility interval and sustainable scheduling simulation with CRPD on uniprocessor platform.,2021,Hai Nam Tran & Stéphane Rubini & Jalil Boukhobza & Frank Singhoff,journals/jsa/TranRBS21,https://doi.org/10.1016/j.sysarc.2021.102007
8929,Effectiveness of smart toy applications in teaching children with intellectual disability.,2018,Cansu Çigdem Ekin & Kursat Cagiltay & Necdet Karasu,journals/jsa/EkinCK18,https://doi.org/10.1016/j.sysarc.2018.07.001
8930,Efficient flash-aware page-mapping cache management for on-board remote sensing image processing.,2018,Tong Zhang 0009 & Ping Luo & Ze Cheng & Jing Li 0029,journals/jsa/ZhangLCL18,https://doi.org/10.1016/j.sysarc.2018.04.003
8931,A new self-diagnosing approach based on petri nets and correlation graphs for fault management in wireless sensor networks.,2013,Shahram Babaie & Afsaneh Khosrohosseini & Ahmad Khadem-Zadeh,journals/jsa/BabaieKK13,https://doi.org/10.1016/j.sysarc.2013.06.004
8932,Synthesis and optimization of image processing accelerators using domain knowledge.,2015,Oliver Reiche & Konrad Häublein & Marc Reichenbach & Moritz Schmid & Frank Hannig & Jürgen Teich & Dietmar Fey,journals/jsa/ReicheHRSHTF15,https://doi.org/10.1016/j.sysarc.2015.09.004
8933,Identity authentication based on trajectory characteristics of mobile devices.,2021,Zhigang Gao & Zhichao Cheng & Wenjie Diao & Jianhui Zhang & Huijuan Lu,journals/jsa/GaoCDZL21,https://doi.org/10.1016/j.sysarc.2020.101857
8934,Reputation-based service provisioning for vehicular fog computing.,2022,Chaogang Tang & Huaming Wu,journals/jsa/TangW22,https://doi.org/10.1016/j.sysarc.2022.102735
8935,Resource provisioning in edge/fog computing: A Comprehensive and Systematic Review.,2022,Ali Shakarami & Hamid Shakarami & Mostafa Ghobaei-Arani & Elaheh Nikougoftar & Mohammad Faraji Mehmandar,journals/jsa/ShakaramiSGNM22,https://doi.org/10.1016/j.sysarc.2021.102362
8936,SEAMERS: A Semi-partitioned Energy-Aware scheduler for heterogeneous MulticorEReal-time Systems.,2021,Sanjay Moulik & Zinea Das & Rajesh Devaraj & Shounak Chakraborty 0001,journals/jsa/MoulikDDC21,https://doi.org/10.1016/j.sysarc.2020.101953
8937,BANSIM: A new discrete-event simulator for wireless body area networks with deep reinforcement learning in Python.,2022,Beom-Su Kim & Ki-Il Kim & Babar Shah,journals/jsa/KimKS22,https://doi.org/10.1016/j.sysarc.2022.102489
